symbol,date,price
"GOOG",1091336400000,"102.37"
"GOOG",1094014800000,"129.6"
"GOOG",1096606800000,"190.64"
"GOOG",1099288800000,"181.98"
"GOOG",1101880800000,"192.79"
"GOOG",1104559200000,"195.62"
"GOOG",1107237600000,"187.99"
"GOOG",1109656800000,"180.51"
"GOOG",1112335200000,"220"
